price;city;region;district;metro;address;area;floor;max_floor;rooms;url
5 950 000 ₽;Санкт-Петербург;р-н Красногвардейский;Большая Охта;м. Ладожская;проспект Энергетиков, 8к2;26;5;14;Студия;https://spb.cian.ru/sale/flat/324515555/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
131 118 000 ₽;Санкт-Петербург;р-н Василеостровский;Васильевский;м. Василеостровская;12-я Васильевского острова линия, 41к2;213,2;6;7;4;https://spb.cian.ru/sale/flat/326934701/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
11 220 000 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;проспект Средний Васильевского острова, 87к3;37,6;11;11;Студия;https://spb.cian.ru/sale/flat/313968635/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
8 600 000 ₽;Санкт-Петербург;р-н Невский;Оккервиль;м. Улица Дыбенко;проспект Солидарности, 12к2М;51,7;9;9;2;https://spb.cian.ru/sale/flat/326419635/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
13 863 553 ₽;Санкт-Петербург;р-н Кронштадтский;мкр. Кронштадт;дорога Цитадельская;;46,76;3;4;2;https://spb.cian.ru/sale/flat/321997972/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
18 450 000 ₽;Санкт-Петербург;р-н Выборгский;Сосновское;м. Озерки;проспект Луначарского, 13к1;76,59;18;26;2;https://spb.cian.ru/sale/flat/325958187/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 750 000 ₽;Санкт-Петербург;р-н Калининский;Прометей;м. Гражданский проспект;Светлановский проспект, 60К1;31;6;9;1;https://spb.cian.ru/sale/flat/314620201/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
27 154 950 ₽;Санкт-Петербург;р-н Курортный;мкр. Зеленогорск;Приморское шоссе;570Л;46,3;8;12;2;https://spb.cian.ru/sale/flat/309823986/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
17 500 000 ₽;Санкт-Петербург;р-н Адмиралтейский;Екатерингофский;м. Балтийская;улица Шкапина, 15;47,3;3;8;1;https://spb.cian.ru/sale/flat/326162581/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
35 950 000 ₽;Санкт-Петербург;р-н Центральный;Смольнинское;м. Чернышевская;Суворовский проспект, 61;83;6;7;2;https://spb.cian.ru/sale/flat/326439414/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
42 455 236 ₽;Санкт-Петербург;р-н Василеостровский;Васильевский;м. Василеостровская;12-я Васильевского острова линия, 41к2;105,9;1;7;2;https://spb.cian.ru/sale/flat/323514188/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
16 500 000 ₽;Санкт-Петербург;р-н Выборгский;Сампсониевское;м. Выборгская;Большой Сампсониевский проспект, 59;48,9;4;4;2;https://spb.cian.ru/sale/flat/327097088/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
10 600 000 ₽;Санкт-Петербург;р-н Невский;Невский;м. Улица Дыбенко;проспект Большевиков, 17;49,2;9;9;2;https://spb.cian.ru/sale/flat/327167985/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
39 529 631 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Пионерская улица, 53;55,07;5;9;2;https://spb.cian.ru/sale/flat/323514175/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 800 000 ₽;Санкт-Петербург;р-н Кронштадтский;мкр. Кронштадт;Пролетарская улица;34;42,8;1;5;1;https://spb.cian.ru/sale/flat/322615702/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 500 000 ₽;Санкт-Петербург;р-н Калининский;Финляндский;м. Лесная;улица Замшина, 62;49,5;3;5;3;https://spb.cian.ru/sale/flat/326137656/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
12 690 215 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;;21,79;6;9;Студия;https://spb.cian.ru/sale/flat/325558652/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
31 620 000 ₽;Санкт-Петербург;р-н Петроградский;Аптекарский остров;м. Петроградская;проспект Малый Петроградской стороны, 79-81-83;62;5;8;3;https://spb.cian.ru/sale/flat/324511538/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
17 800 000 ₽;Санкт-Петербург;р-н Центральный;Владимирский;м. Владимирская;улица Достоевского, 3;95;6;6;4;https://spb.cian.ru/sale/flat/322396619/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
26 671 994 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Чкаловская;Пионерская улица, 53;38,17;3;5;1;https://spb.cian.ru/sale/flat/324859554/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
137 000 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Крестовский остров;Константиновский проспект, 1/24;283,1;6;6;6;https://spb.cian.ru/sale/flat/324904028/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
9 500 000 ₽;Санкт-Петербург;р-н Невский;Правобережный;м. Проспект Большевиков;улица Коллонтай, 14К4;50,8;10;10;2;https://spb.cian.ru/sale/flat/327340155/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
12 423 870 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Балтийская;Ставни Обводный ЖК;20,45;4;11;Студия;https://spb.cian.ru/sale/flat/326300650/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
18 580 000 ₽;Санкт-Петербург;р-н Приморский;№ 65;м. Беговая;Яхтенная улица, 22к2;59;2;17;2;https://spb.cian.ru/sale/flat/326600115/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
16 000 000 ₽;Санкт-Петербург;р-н Приморский;№ 65;м. Старая Деревня;улица Оптиков, 47к1;63,8;8;25;2;https://spb.cian.ru/sale/flat/326127810/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
17 728 815 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Балтийская;Ставни Обводный ЖК;30,46;5;11;1;https://spb.cian.ru/sale/flat/326300669/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
85 000 000 ₽;Санкт-Петербург;р-н Петроградский;Введенский;м. Чкаловская;Введенская улица, 7;163,7;3;6;6;https://spb.cian.ru/sale/flat/321118235/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 950 000 ₽;Санкт-Петербург;р-н Приморский;Коломяги;м. Озерки;улица Щербакова, 9;39,3;4;12;1;https://spb.cian.ru/sale/flat/324066563/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
27 900 960 ₽;Санкт-Петербург;р-н Василеостровский;Васильевский;м. Василеостровская;12-я Васильевского острова линия, 41к2;71,6;1;7;Студия;https://spb.cian.ru/sale/flat/323514186/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
67 000 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Крестовский остров;Константиновский проспект, 1/24;285,4;6;7;5;https://spb.cian.ru/sale/flat/319766101/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
12 200 000 ₽;Санкт-Петербург;р-н Невский;Правобережный;м. Проспект Большевиков;улица Чудновского, 19;59,1;9;10;2;https://spb.cian.ru/sale/flat/327052485/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
27 179 999 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;улица Челюскина, 10;58;18;19;1;https://spb.cian.ru/sale/flat/320361579/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
103 000 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Петроградская;набережная Реки Карповки, 31к1;163,1;3;7;5;https://spb.cian.ru/sale/flat/326060335/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
8 790 000 ₽;Санкт-Петербург;р-н Московский;Пулковский меридиан;м. Звездная;Плюс Пулковский ЖК;46,29;3;5;2;https://spb.cian.ru/sale/flat/324417293/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
17 158 276 ₽;Санкт-Петербург;р-н Фрунзенский;Волковское;м. Обводный канал;Витебский Парк ЖК;53,2;3;12;2;https://spb.cian.ru/sale/flat/325759539/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
29 990 000 ₽;Санкт-Петербург;р-н Центральный;Лиговка-Ямская;м. Лиговский проспект;Днепропетровская улица, 37;80;6;10;2;https://spb.cian.ru/sale/flat/319505344/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
8 799 999 ₽;Санкт-Петербург;р-н Приморский;Чёрная речка;м. Пионерская;Омская улица, 28;44,9;5;5;2;https://spb.cian.ru/sale/flat/325689882/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
59 890 000 ₽;Санкт-Петербург;р-н Василеостровский;Морской;м. Приморская;Северный Ветер ЖК;172,33;7;8;4;https://spb.cian.ru/sale/flat/324679567/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
7 490 000 ₽;Санкт-Петербург;р-н Фрунзенский;Волковское;м. Обводный канал;Прилукская улица, 35;37,2;6;6;Студия;https://spb.cian.ru/sale/flat/327035951/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 099 999 ₽;Санкт-Петербург;р-н Невский;Народный;м. Ломоносовская;Октябрьская набережная, 90к8;30,3;2;5;1;https://spb.cian.ru/sale/flat/326536996/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
25 142 587 ₽;Санкт-Петербург;р-н Красногвардейский;Большая Охта;м. Новочеркасская;Магнитогорская улица, 11К;52,76;6;11;2;https://spb.cian.ru/sale/flat/323513999/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
33 500 000 ₽;Санкт-Петербург;р-н Приморский;Чёрная речка;м. Лесная;Студенческая улица, 14к1;87,1;7;14;3;https://spb.cian.ru/sale/flat/327447869/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
10 699 000 ₽;Санкт-Петербург;р-н Приморский;Юнтолово;м. Комендантский проспект;Планерная улица, 79;51,9;6;10;2;https://spb.cian.ru/sale/flat/324169917/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
37 785 311 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Горный институт;;85,78;2;9;3;https://spb.cian.ru/sale/flat/325558792/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
270 000 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Черная речка;2-я Березовая аллея, 13-15Г;220;2;3;5;https://spb.cian.ru/sale/flat/322252247/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
6 190 000 ₽;Санкт-Петербург;р-н Невский;№ 54;м. Улица Дыбенко;улица Дыбенко, 23К5;29,5;5;5;1;https://spb.cian.ru/sale/flat/326761739/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
30 843 722 ₽;Санкт-Петербург;р-н Василеостровский;Васильевский;м. Василеостровская;11-я Васильевского острова линия, 56;80,5;3;7;1;https://spb.cian.ru/sale/flat/325166618/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
27 990 000 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Московские ворота;Малая Митрофаньевская улица, 5к1;69,6;13;14;2;https://spb.cian.ru/sale/flat/327422696/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
33 000 000 ₽;Санкт-Петербург;р-н Центральный;Смольнинское;м. Площадь Восстания;6-я Советская улица, 14;82,2;3;5;3;https://spb.cian.ru/sale/flat/327049926/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
12 003 908 ₽;Санкт-Петербург;р-н Невский;Невский;м. Улица Дыбенко;улица Архивная, 3к1;74,3;2;17;3;https://spb.cian.ru/sale/flat/315713731/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
14 219 100 ₽;Санкт-Петербург;р-н Петроградский;Введенский;м. Спортивная;улица Блохина, 6/3;25,7;6;6;1;https://spb.cian.ru/sale/flat/323736622/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
20 950 000 ₽;Санкт-Петербург;р-н Василеостровский;Гавань;м. Приморская;Наличная улица, 31;103;4;5;3;https://spb.cian.ru/sale/flat/325681315/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
15 921 248 ₽;Санкт-Петербург;р-н Петроградский;Петровский;м. Спортивная;Ремесленная улица, 17литЗ;20,72;5;8;Студия;https://spb.cian.ru/sale/flat/327096143/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
200 000 000 ₽;Санкт-Петербург;р-н Петроградский;Чкаловское;м. Крестовский остров;Константиновский проспект, 23;129,5;5;7;3;https://spb.cian.ru/sale/flat/326750098/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
15 999 000 ₽;Санкт-Петербург;р-н Выборгский;Сампсониевское;м. Лесная;Большой Сампсониевский проспект, 98;63;3;5;3;https://spb.cian.ru/sale/flat/324340162/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
31 217 377 ₽;Санкт-Петербург;р-н Адмиралтейский;Измайловское;м. Балтийская;Ставни Обводный ЖК;78,89;2;11;3;https://spb.cian.ru/sale/flat/325667536/?mlSearchSessionGuid=f084dc9e6cfb41422f1ca6bd954ec6fb
